id,origine,numero_isic,type_event,date,nature,region,lieu,niveau_gravite,annee
,Cause Tiers Réseau,24991,Ouvrage en terre déterioré,2018-01-04,Chute de rocher sur la voie causant des dommages importants au rail,OCC,Saint Rome de Cernon,4.0,2018
28682.0,Cause Tiers Mobilités,,Accident de personne,2018-01-05,Descente de voyageurs du train en mouvement,PACA,Aspres sur Buech,3.0,2018
,Réseau,25261,Erreur grave de procédure,2018-01-22,Défaut de mesure de protection lors d'une intervention de maintenance,OCC,Lézignan,3.0,2018
28949.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-01-26,Marche prudente non respectée au droit d'un PN en raté d'ouverture,BRE,Entre Rosporden et Quimper,4.0,2018
29070.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2018-02-14,Porte ouverte signalée par un client en gare (matériel VO2N),NMD,Bonnières,3.0,2018
29163.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-02-18,"Franchissement d'un sémaphore fermé à 55 km/h avec arrêt 140 m après le signal, avec  canton occupé",GE,Lérouville,3.0,2018
,Réseau,25682,Engagement intempestif d'un train sur une voie protégée pour des travaux,2018-02-28,"Circulation d'un train de travaux sur un domaine fermé prévu sans train de travaux, avec personnels travaillant sur la voie contigüe",Occ,Entre Montpellier et Lattes,3.0,2018
29195.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2018-02-28,Porte ouverte en ligne découverte par un voyageurs sur train Intercités,NMD,Serquigny,3.0,2018
,Réseau,25555,Défaillance voie,2018-03-15,"Interdiction de circulation sur une aiguille en gare, suite à gauche détecté par la voiture Mauzin",PACA,Briançon,4.0,2018
29386.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-03-26,"Non respect d'un ordre DERA, le passage à niveau repris en gardiennage est franchi à 90 km/h",BFC,Génelard,4.0,2018
29460.0,Mobilités,,Perte de Pièces sur matériel roulant,2018-04-02,"Perte de trappe de toiture sur RegioN2 engendrant degradation de la caténaire, avarie pantographe et incendie",AURA,Grenay (69),3.0,2018
29587.0,Mobilités,,Dérive,2018-04-30,Une locomotive dérive de 50m sur voie principale alors que l'ADC est descendu au téléphone de voie,OCC,Port La nouvelle,4.0,2018
29622.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-05-04,Non respect d'ordre DERA (dérangement de PN),GE,Amagne-Lucquy,4.0,2018
,Réseau,25837,RFC,2018-05-22,Franchissement d'un passage à niveau barrières ouvertes par un train Mobilités,IdF,Champs St Bris (89),4.0,2018
,Réseau,25873,RFC,2018-05-25,Franchissement d'un passage à niveau barrières ouvertes par un train Mobilités,NMD,Auffay (76),4.0,2018
,Cause Tiers Réseau,25874,Ouvrage en terre déterioré,2018-05-26,Coulée de boue suite aux intempéries,NAQ,entre Clion er Pons (17),4.0,2018
29764.0,Mobilités,,Collision entre 2 trains suite rattrapage,2018-05-30,Collision d'une locomotive HLP avec l'arrière d'un train de voyageurs qu'elle suivait 50m derrière après son départ,IdF,Paris Bercy,4.0,2018
,Réseau,25905,Erreur grave de procédure,2018-05-31,Un chenillard (lorry de 3e catégorie) est heurté par un train de voyageurs alors qu'il tentait de traverser la voie.,GE,Strasbourg,3.0,2018
,Cause Tiers Réseau,25925,Ouvrage en terre déterioré,2018-06-03,Heurt d'une coulée de boue par un train de voyageurs,NAQ,Estivaux (19),4.0,2018
,Cause Tiers Réseau,25948,Ouvrage en terre déterioré,2018-06-04,Un ADC signale l'inondation de la plateforme,BRE,Entre Vitré et Chateaubourg,4.0,2018
,Réseau,26039,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-06-11,"Suite à présence d'un agent d'astreinte près des voies, L'AC se trompe de procédure et de point kilométrique pour la rédaction de son ordre",AURA,Entre Lyon et Badan,4.0,2018
,Cause Tiers Réseau,25997,Ouvrage en terre déterioré,2018-06-12,"Effondrement de talus venant obstruer la voie 2, constaté par train croiseur",NMD,Entre Evreux et Bueil,4.0,2018
,Réseau,26032,RFC,2018-06-18,Franchissement d'un passage à niveau barrières ouvertes par un train  suite à défaut dans le montage des pédales,PDL,Saumur,4.0,2018
29906.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-06-20,Franchissement d'un carré violet fermé lors d'une évolution,NAQ,Dax,3.0,2018
29941.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-06-23,"Non respect d'une LPV sur 1,4 km",BRE,Vern (35),4.0,2018
,Réseau,26086,RFC,2018-06-27,Un train de Fret franchit un passage à niveau ouvert,GE,Rountzenheim (67),4.0,2018
,Réseau,26146,Erreur grave de procédure,2018-07-02,Les limitations de vitesse suite à forte chaleur sur une installation sensible ne sont pas déclenchées,HdF,Ailly sur Noye (80),4.0,2018
30205.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-07-23,Non respect d'un ordre de marche prudente délivré suite à dérangement d'un passage à niveau,OCC,Saverdun (09),4.0,2018
30269.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-07-25,le TER 858072 se remet en marche jusqu'à atteindre la vitesse de 89 Km/h sans tenir compte de la limitation permanente de vitesse LPV 30,PDL,Le Pouliguen,4.0,2018
,Réseau,26319,Défaillance voie,2018-07-28,défaillance voie classée valeur d'arrêt sur VP,PACA,Marseille,4.0,2018
30397.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-08-12,Non respect de marche prudente aux abords d'un PN suite à erreur de localisation par l'ADC,HdF,Entre Compiègne et Remy (Oise),3.0,2018
,Réseau,26447,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-08-21,Expédition d'un train sans ordre en direction d'un PN repris en gardiennage,NAQ,Marmande (47),4.0,2018
,Réseau,26528,Expédition d'un train sans ordre écrit  de restriction de vitesse,2018-08-24,Non délivrance d'ordres de circulation au pas suite à défaut de contrôle d'une aiguille,NMD,Sotteville,4.0,2018
30538.0,Cause Tiers Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2018-09-06,Franchissement de carré fermé par un train TER au départ de la gare origine,BRE,Guingamp,4.0,2018
30620.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2018-09-11,Non respect de la restriction de vitesse à appliquer suite à isolement de la VA,GE,Metz,4.0,2018
,Réseau,26666,Défaillance voie,2018-09-21,Rupture de rail découvert par un conducteur de train,AURA,Clamecy (58),4.0,2018
,Réseau,26738,Mise en oeuvre de travaux sans protection,2018-10-03,Collision d'un train contre des traverses positionnées sur l'infrastructure sur VP,AURA,Ambérieu (01),3.0,2018
,Réseau,26851,AFI,2018-10-04,Délivrance d'un bulletin de franchissement sans vérification lors de l'engagement d'un train de travaux sur un domaine fermé,PACA,Les-Arcs (83),4.0,2018
,Réseau,26889,Franchissement intempestif d'un signal d'arrêt fermé,2018-10-22,Franchissement d'un carré fermé par un train maintenance et travaux à destination de Lille flandres,HdF,Lens,4.0,2018
31106.0,Mobilités,,Erreur grave de procédure,2018-10-31,"Un train se dirigeant vers un PN en raté d'ouverture ne peut être arrêté en GSM/GFU, suite à discordance sur le numero du sillon",PACA,Meyrargues,3.0,2018
31242.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2018-11-10,"Lors du départ du train (TGV), un client parvient à ouvrir une porte et à descendre en marche",IdF,Marne la vallée,3.0,2018
,Réseau,27384,Dépassement de la vitesse limite de plus de 40 km/h,2018-12-08,Un TGV balai circule à la vitesse limite indiquée par le CAB (soit 320 km/h) au lieu des 220 km/h exigés pour cette mission de reconnaissance.,IdF,Vaires,4.0,2018
,Réseau,27314,RFC,2018-12-08,un PN se ferme tardivement suite à l'attaque de la zone courte par un train,BRE,Pontchaillou,4.0,2018
,Réseau,27312,Mise en oeuvre de travaux sans protection,2018-12-12,Un TER percute un engin de débroussaillage télécommandé engageant le gabarit,BFC,Etang sur Auroux (71),3.0,2018
,Réseau,27459,RFC,2019-01-04,"Un agent circulation, assurant les missions de garde de PN, oublie de fermer un PN à l'arrivée d'un train en gare",BRE,Dinan,4.0,2019
31690.0,Mobilités,,Collision contre heurtoir de fin de voie,2019-01-10,Un train de voyageurs enfonce un heurtoir à son arrivée à Paris Gare de Lyon,IDF,Paris,4.0,2019
,Réseau,27652,Incident grave de signalisation,2019-01-27,Un train franchit une Traversée des Voies Principales (TVP) en extinction sans mesure s'opposant à la traversée du public,AURA,Pontcharra St Forgeux,4.0,2019
,Réseau,27817,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-02-20,Un PN signalé en raté d'ouverture est franchi à vitesse normale par 2 trains n'ayant pas reçu d'ordre.,CVL,Gievres,4.0,2019
32232.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2019-03-12,"Un  TER vide n’a pas respecté la vitesse Limite de 30 Km/h pour ""reconnaissance d’ouverture de ligne"".",PDL,entre Doulon et Babinière,3.0,2019
,Réseau,28077,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-03-19,Deux trains sont expédiés sans ordre prévu pour signalement de la présence d'une personne dans la zone dangereuse,AURA,Vichy,4.0,2019
32401.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2019-03-22,"Après arrêt pour recevoir un ordre de franchissement, le conducteur d'un TER oublie qu'il se trouve dans une zone limitée à 40 km/h et monte jusqu'à 85 km/h",GE,Etain,4.0,2019
,Réseau,28141,Erreur grave de procédure,2019-03-26,2 trains franchissent une Traversée Voie Pietonne (TVP) alors que les pictogrammes sont masqués suite à oubli lors de la restitution des travaux.,PDL,L'Herbergement-Les-Brouzils (85),4.0,2019
,Réseau,28234,Déraillement,2019-04-10,Un train de travaux déraille sur une aiguille d'ensablement suite à sortie intempestive du domaine fermé,AURA,Courzieu (69),3.0,2019
,Réseau,28263,Défaillance voie,2019-04-18,Un conducteur d'un train de Fret découvre un rail cassé sur la voie contigüe,PACA,Miramas,4.0,2019
,Réseau,28429,Incident grave de signalisation,2019-05-09,"Un Haut le Pied franchit un carré indûment ouvert et talonne une aiguille sur voie principale, alors qu'un itinéraire incompatible était établi pour un TGV",IDF,Massy Palaiseau,4.0,2019
,Réseau,28474,RFC,2019-05-16,Un passage à niveau se ferme tardivement au passage d'un train de voyageurs suite à erreur mainteneur,NAQ,Boulazac (24),4.0,2019
,Réseau,28575,Incident grave de signalisation,2019-05-29,"Suite à un dérangement contraire à la sécurité après travaux, un voyant d’un intervalle s’éteint intempestivement",NAQ,Ambazac (87),4.0,2019
,Cause Tiers Réseau,28675,Collision contre obstacle (hors Passage à Niveau),2019-06-08,Un train heurte un arbre et déraille,GE,Fismes,3.0,2019
,Réseau,28760,Franchissement intempestif d'un signal d'arrêt fermé,2019-06-19,Un train de travaux manoeuvrant sous responsabilité d'un prestataire franchit un carré fermé lors d'un refoulement,IDF,Verberie,4.0,2019
,Réseau,28828,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-06-20,Un train se dirigeant vers un passage à niveau en raté d'ouverture n'est pas arrêté à temps,GE,Troyes,4.0,2019
,Réseau,28856,Expédition d'un train sans ordre écrit  de restriction de vitesse,2019-06-29,Un train de voyageurs est expédie avec un ordre de circuler avec restriction à un km erroné par rapport au lieu du danger,GE,Saint Louis (68),3.0,2019
,Cause Tiers Réseau,28962,Collision contre obstacle à un passage à niveau,2019-07-15,Un train TER entre en collision avec une voiture sur un passage à niveau,GE,Avenay (51),6.0,2019
33253.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2019-07-24,"Un train TER, au moment du départ de la gare, franchit un signal fermé avec engagement du point protégé",PACA,Avignon-TGV,4.0,2019
33307.0,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2019-07-30,Un train de voyageurs  prend de la vitesse dans une forte pente et dépasse la vitesse limite de la ligne,OCC,Capvern,4.0,2019
,Réseau,29267,Défaillance voie,2019-08-28,Une rupture de rail sur une voie unique à trafic restreint est découverte par un conducteur d'une EF Fret suite à un choc anormal,BFC,Nolay (58),4.0,2019
,Réseau,29566,AFI,2019-09-18,Une autorisation de franchissement d'un carré est délivrée à un train travaux  par l'Agent Circulation  bien que les conditions préalables ne soient pas remplies,GE,Charmes (88),4.0,2019
33689.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2019-09-23,Un train circule entre 2 gares avec une porte ouverte,IDF,entre Bréval et Mantes La Jolie,4.0,2019
33819.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2019-10-04,"Un conducteur remet en mouvement son train alors que des
voyageurs étaient en cours de montée et descente.",AURA,Moiran,3.0,2019
,Réseau,29608,Evénement présentant un risque sécurité,2019-10-08,"Travaux sur le Passage à niveau avec dépose platelage sans assurer la sécurité des voyageurs pour la traversée des voies,  à proximité d’un point de dessertes voyageurs, sans avis à l’EIC",NAQ,St Laurent de la Prée,4.0,2019
,Réseau,29718,Défaillance voie,2019-10-09,Un engin de mesure détecte un défaut de voie imposant l'arrêt des circulations,IdF,Paris Austerlitz,4.0,2019
33947.0,Mobilités,,Défaut de mesures de protection travaux,2019-10-21,Des voyageurs descendent sur le quai de service sans protection de la voie contigüe,Hdf,LGV nord,4.0,2019
,Cause Tiers Réseau,29715,Ouvrage en terre déterioré,2019-10-23,Des intempéries provoquent des coulées de boue imposant un arrêt des circulations,OCC,De Narbonne à Agde,4.0,2019
,Réseau,29737,Défaillance voie,2019-10-28,Un sur-écartement sur voie principale est découvert par un engin de mesure imposant l'arrêt des circulations,AURA,Vienne,4.0,2019
,Réseau,29745,Ouvrage en terre déterioré,2019-10-29,Un conducteur signale un fontis imposant l'arrêt des circulations,HDF,Laon (02),4.0,2019
34063.0,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2019-11-07,"Lors du départ d'un Transilien, un agent de gare détecte et signale une porte ouverte en milieu de rame",IdF,Entre Argenteuil & Val d'Argenteuil,3.0,2019
34161.0,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2019-11-18,Un train évolution franchit  un carré fermé d' environ 40m à la vitesse de 24km/h avec engagement du point protégé,IdF,Melun,4.0,2019
,Réseau,29997,RFC,2019-12-02,Un passage à niveau se rouvre intempestivement en raison du défaut d'isolement d'un cable.,AURA,Piegros la Clastre (26),4.0,2019
34294.0,Cause Tiers Mobilités,,Incendie à bord d’un train,2019-12-02,"Un incendie se déclare dans les toilettes d'un train de voyageurs, suite à acte de malveillance",IDF,Soupes (77),4.0,2019
,Réseau,30229,Engagement intempestif d'un train sur une voie protégée pour des travaux,2019-12-21,Des mesures de rétention ne sont pas prises malgré la demande faite par un agent d'escale pour effectuer une traversée de voies avec une personne à mobilité réduite.,BRE,Lamballe,4.0,2019
,Réseau,30127,Autorisation de franchissement d’un signal fermé,2020-01-06,Un agent circulation délivre une autorisationde franchissement de carré fermé sans avoir détecté qu'une condition d'ouverture (enclenchement du sens normal) n'est pas satisfaite.,OCC,Narbonne,4.0,2020
,Réseau,30249,Défaillance voie,2020-01-26,Un défaut à la voie est constaté suite à un signalement de choc anormal par un conducteur,GE,Seltz (67),4.0,2020
,Réseau,30383,Expédition d'un train sans ordre écrit  de restriction de vitesse,2020-02-06,"Suite à incompréhension entre 2 agents dans un poste, plusieurs trains passent sans ordre de restriction sur une aiguille en dérangement.",IDF,Etampes,4.0,2020
34723.0,Cause Tiers Voyageur,,Erreur grave de procédure,2020-02-15,Un train vide voyageurs se remet en mouvement après ouverture des signaux alors que des clients mal renseignés sont en train de monter.,AURA,Lyon Part dieu,4.0,2020
,Réseau,30443,Incident grave de signalisation,2020-02-19,"Une zone apparait non occupée malgré la présence d'un train, suite à une erreur lors des études",BFC,Verrey (21),4.0,2020
,Réseau,30488,Défaillance voie,2020-02-26,Un sur-écartement est détecté par un engin de mesure.,AURA,St Flour (15),4.0,2020
34826.0,Voyageur,,Dépassement de la vitesse limite de plus de 40 km/h,2020-02-27,Un conducteur ne respecte pas la marche à vue après un arrêt accidentel,HDF,Crouy sur Ourcq (60),3.0,2020
,Cause Tiers Réseau,30535,Déraillement,2020-03-03,Un train de voyageurs deraille après avoir heurté un véhicule immobilisé sur un passage à niveau,HDF,Condé Folie (80),5.0,2020
,Cause Tiers Réseau,30637,Ouvrage en terre déterioré,2020-03-10,Un train signale un éboulement de terre obstruant la voie,HDF,entre Escaudoeuvres et Iwuy (59),4.0,2020
,Réseau,30645,Franchissement intempestif d'un signal d'arrêt fermé,2020-03-12,Un train de travaux franchit un carré fermé avant de s'engager sur la zone protégée,NAQ,Vivonne (86),4.0,2020
35044.0,Voyageur,,Dépassement de la vitesse limite de plus de 40 km/h,2020-03-17,Un conducteur ne respecte pas la marche à vue suite à un arrêt accidentel,NAQ,Macau (33),4.0,2020
,Réseau,30787,Franchissement intempestif d'un signal d'arrêt fermé,2020-04-22,"En mouvement pour être engagé sur le domaine protégé, un train de travaux en refoulement franchit un carré violet fermé.",NMD,Mezidon (14),4.0,2020
35122.0,Voyageur,,Dérive,2020-05-12,Un train Transilien part en dérive sur 100m en sens inverse du sens normal suite à endormissement du conducteur.,IDF,St Ouen (ligne C),4.0,2020
,Réseau,30914,Erreur grave de procédure,2020-05-22,Un train circule sur une voie unique malgré l'interdiction temporaire de circulation sur cette voie suite aux fortes chaleur,IDF,Montereau (77),4.0,2020
,Réseau,30983,Expédition d'un train sans ordre écrit  de restriction de vitesse,2020-05-29,Un train circule sans recevoir un ordre de limitation de vitesse rendu nécessaire par le dérangement d'un détecteur de boite chaude.,NAq,LGV SEA,4.0,2020
,Réseau,31239,Expédition d'un train sans ordre écrit  de restriction de vitesse,2020-06-23,Une aiguille en dérangement est franchie sans ordre de restriction par plusieurs trains,GE,Conflans Jarny (54),4.0,2020
,Réseau,31393,Incident grave de signalisation,2020-06-23,"Un commutateur de blocage de sémaphore est détecté inopérant lors d'essais, suite à une erreur lors de travaux antérieurs",AURA,Villefranche sur Saône (69),4.0,2020
,Réseau,31111,Expédition d'un train sans ordre écrit  de restriction de vitesse,2020-06-24,Un agent circulation oublie de signaler à un TGV qu'il doit effectuer une mission de reconnaissance de voie,AURA,Grenay(38),4.0,2020
,Réseau,31157,AFI,2020-06-30,Un agent circulation délivre un bulletin de franchissement à un train de travaux sans vérifier toutes des conditions d'ouverture,PACA,Antibes,3.909090909090909,2020
35559.0,Voyageur,,Incendie à bord d’un train,2020-07-20,Un incendie se déclare en toiture de la rame d'un train de voyageurs,IDF,Emerainville (77),4.0,2020
,Cause Tiers Réseau,31442,Ouvrage en terre déterioré,2020-08-13,"Un conducteur signale un glissement de terrain suite à intempéries, qui empêche la circulation des trains",NMD,Darnétal (76),4.0,2020
,Réseau,31486,Incident grave de signalisation,2020-08-23,"En raison d'un écran inapproprié sur le signal, un carré violet présente un aspect feu blanc alors qu'il est commandé à la fermeture par le poste.",OCC,Narbonne,4.0,2020
,Réseau,31613,COMP,2020-08-24,"A la fin de plusieurs mois de travaux sur une ligne, un train du GI circule avec de nombreux wagons réformés inaptes au transport",GE,Charleville Mezières,3.938714562289562,2020
,Réseau,31532,Mise en oeuvre de travaux sans protection,2020-08-31,Un train heurte un lorry à main et blesse un agent d'une équipe travaillant sur une voie non protégée,Naq,Le Palais (87),4.0,2020
36080.0,Réseau,31704,Défaillance voie,2020-09-02,Une voiture Mauzin détecte un défaut de géométrie sur une voie d'évitement entraînant l'interdiction de circuler sur cette voie,BRE,Mousteru (22),3.8,2020
,Réseau,31797,Défaillance voie,2020-10-02,"Suite au passage d'un train de mesures, la mesure de confirmation sur le terrain révèle une valeur de défaut imposant l'interdiction des circulations.",NAQ,Mignaloux (86),3.8000000000000003,2020
36350.0,Voyageur,,Dépassement de la vitesse limite de plus de 40 km/h,2020-10-02,Un conducteur ne respecte pas la marche à vue suite à un arrêt accidentel,Naq,Bayonne,3.25,2020
,Réseau,31924,Incident grave de signalisation,2020-10-12,"Lors d'une opération d'abaissement de Vitesse limite sur des Limitations Temporaires de vitesse, une cible à l'ancien taux est maintenue à tort.",HDF,Anor (59),4.0,2020
36256.0,Voyageur,,Franchissement intempestif d'un signal d'arrêt fermé,2020-10-12,Un conducteur franchit un sémaphore de block manuel sur voie unique,AURA,St Martin Bellevue,3.0,2020
36416.0,Voyageur,,Dépassement de la vitesse limite de plus de 40 km/h,2020-10-21,"Distrait par un appel à l'interphonie, un conducteur freine trop tardivement à l'approche d'une zone pour laquelle il avait reçu un ordre de circulation à vitesse réduite.",NMD,Alençon,3.25,2020
,Réseau,32174,Incident grave de signalisation,2020-11-10,Un conducteur détecte une indication de ralentissement erronée présentée par un signal,AURA,Lyon Guillotière,4.0,2020
,Réseau,32206,Autorisation de franchissement d’un signal fermé,2020-11-19,"Lors d'un dérangement d'aiguille, des autorisations de franchissement de carré sont délivrées à tort, ce qui aboutit au talonnage de l'aiguille",HDF,Grande Synthe (59),3.6,2020
36618.0,Voyageur,,Dépassement de la vitesse limite de plus de 40 km/h,2020-11-20,Le conducteur d'un TGV commercial ne respecte pas la vitesse limite prescrite sur un tronçon  pour une mission de reconnaissance de voie,CVL,Dollon (72),3.25,2020
36752.0,Voyageur,,Dépassement de la vitesse limite de plus de 40 km/h,2020-12-07,Un train de matériel vide voyageur circule à vitesse normale malgré une avarie de suspension devant conduire à une réduction de vitesse,CVL,Pontgouin (28),3.25,2020
36902.0,Voyageur,,Franchissement intempestif d'un signal d'arrêt fermé,2020-12-24,Un train de voyageurs franchit un carré fermé au départ de la gare origine,OCC,Tarbes,3.0,2020
,Réseau,32433,RFC,2020-12-25,Un passage à niveau est franchi ouvert suite à une erreur du garde,AURA,Bourg en Bresse (01),4.0,2020
20850,Réseau,,Incident grave de signalisation,2015-01-06,"Il est constaté la présentation simultanée des lampes du VL et du S. A l'arrivée du SE, l'unité lumineuse du S était ouverte. La dernière intervention remonte au 11/12/2014.",AUV,Le breuil sur couze,,2015
,Réseau,,Déraillement,2015-02-16,Le TER 17412 à heurté un rocher suite à un éboulement aux abords du PK 368+120. Chute de rocher ou de bloc,PACA,Pertuis,,2015
18528,Mobilités,17603,Incendie à bord d’un train,2015-02-20,Incendie dans un train de voyageurs avec interventions des services de secours.,RA,La Verpillière (38),,2015
18626,Mobilités,,Dérive,2015-03-02,Dérive de la rame TER 2N 24637 au Technicentre Lorraine Metz Ville.,LOR,Metz Ville,,2015
18739,Réseau,0.0,Mise en oeuvre de travaux sans protection,2015-03-03,Mise en oeuvre de travaux en dehors d'un domaine fermé. Le RPTx demande à l'AC de St André le Gaz la DFV n°14 sur ZEP SRV10 (voie 1) derrière le Train de Travaux (TTx) déclencheur n°998243 jusqu'à 05h54.,CEN,Rives (38),,2015
18625,Réseau,17685,Autorisation de franchissement d’un signal fermé,2015-03-04,"Délivrance d'un bulletin CBA pour le C3 fermé au train 431247 HLP alors que l'aiguille 19 n'est pas dans la bonne position.
Risque de prise en écharpe avec le TER N°837429.",LOR,Novéant sur Moselle,,2015
18633,Cause Tiers Mobilités,17694,Dérive,2015-03-05,[a] Dérive,RA,Sibelin (69),,2015
20854,Réseau,,Incident grave de signalisation,2015-03-05,Un agent de conduite signale VL + 1 feu du RR. La boite à feu du RR était ouverte suite probablement à une mauvaise fermeture lors de la dernière maintenance combiné aux forts épisodes venteux de ces dernières semaines. Dernière maintenance: 04/2014. Fermeture à clé de berne.,AUV,Beziers,,2015
18845,Mobilités,17843,Franchissement intempestif d'un signal d'arrêt fermé,2015-03-27,Franchissement intempestif du Cv 464 fermé de type bas avec engagement du point protégé,NPC,Calais,,2015
,Réseau,,Réception sur voie occupée,2015-03-31,Train de l'infra reçu sur voie occupée par bourreuse. Pas de heurt.,BFC,Beaune,,2015
18897,Réseau,17898,Mise en mouvement sans autorisation,2015-04-02,"[r] Mise en mouvement du train 998489 du GID entretien à contre voie sans autorisation de l'AC en direction du
train TER 895863 .",AL,Belfort,,2015
18940,Mobilités,17928,Engagement de gabarit,2015-04-08,"Choc non identifié du train 8533 entre Angoulême et Montmoreau.
Heurt au croisement des trains 8533 et 56720 dans le tunnel du Livernan.",PCA,tunnel du livernan.,,2015
20895,Réseau,,Incident grave de signalisation,2015-04-21,Un agent de conduite constate VL + S au S15.1.,AUV,Gagny,,2015
,Réseau,,Défaillance voie,2015-04-22,"Suite au passage de la MATISA,  détection d'un défaut de géométrie de la voie.",PE,Meaux,,2015
19058,Mobilités,18027,Franchissement intempestif d'un signal d'arrêt fermé,2015-04-22,Franchissement du Cv 57,ALP,Bourg en Bresse (01),,2015
19118,Mobilités,18072,Incendie à bord d’un train,2015-04-28,Incendie dans un train transportant des voyageurs,RA,Pierrelatte (26),,2015
20857,Réseau,,Incident grave de signalisation,2015-05-04,Un agent de conduite rencontre un TIV 40 en ayant eu VL à la place du A au signal précédent (disque 31).,AUV,Vallon,,2015
19198,Mobilités,0,Incendie à bord d’un train,2015-05-07,Incendie,AUV,Nevers (58),,2015
19239,Mobilités,18167,Portes ouvertes sur train de voyageurs en circulation,2015-05-14,"PORTE / Arrêt d'urgence pour découverte porte d'accès ouverte en ligne sur voiture 508721854042 du train IC 3837
(matériel parc ordinaire)",PDL,"Entre Clisson 
et La Roche sur Yon",,2015
,Réseau,,Engagement intempestif d'un train sur une voie protégée pour des travaux,2015-05-17,,LOR,Lécourt,,2015
19315,Mobilités,18193,Engagement de gabarit,2015-05-19,Avarie matériel roulant pour perte de pièce en ligne sur matériel Z 8849 du TN 148474/5,PRG,Entre Juvisy & Villeneuve le R. PL,,2015
19331,Réseau,,Incident grave de signalisation,2015-05-20,"Suite à travaux de renouvellement d'appareils de voie, l'aiguille 20B est restée dételé.",AUV,Pagny sur Moselle,,2015
21005,Réseau,,RFC,2015-05-22,Raté de fermeture du PN 35 : L'incident fait suite à une erreur du RPTx voie dans la circulation du TTX.,PCA,Saint Cheron,,2015
19293,Mobilités,18218,Incendie à bord d’un train,2015-05-23,Incendie dans un train de FRET,RA,St-Rambert-d'Albon (26),,2015
19377,Mobilités,0,Incendie à bord d’un train,2015-05-23,Incendie dans un train de voyageurs avec intervention des secours,aRF,Vintimille,,2015
19455,Mobilités,0,Portes ouvertes sur train de voyageurs en circulation,2015-05-30,Porte ouverte en ligne,RA,Beynost (01),,2015
19388,Mobilités,18280,Incendie à bord d’un train,2015-05-31,"Incendie sur matériel Z 21541 du TER 856433 (UM2 Z21500) avec utilisation de moyens de lutte contre l'incendie
(extincteurs) + intervention effective des pompiers",BR,Gare de Quimper,,2015
19424,Réseau,0,Ouvrage en terre déterioré,2015-06-07,[a] Désordre d'ouvrage en terre (intempéries),RA,St-Galmier-Veauche (42),,2015
21155,Réseau,,Incident grave de signalisation,2015-06-16,Défaillance d'enclenchement électromécanique par serrure sur levier d'aiguille,PCA,Bordeuax P3,,2015
,Réseau,,Défaillance voie,2015-06-22,Découverte d’un défaut de géométrie lors d’une tournée UFM 160.,PN,Paris Nord,,2015
,Réseau,,Erreur grave de procédure,2015-06-24,Circulation d'un TTX sur un itinéraire non formé,BZH,Brest,,2015
19750,Réseau,18634,RFC,2015-07-23,[r] Franchissement du PN 67 ouvert par le train FRET n° 489564 suite Raté de fermeture - Sans conséquences -,BFC,Foucherans (39),,2015
19769*,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2015-07-23,[m] Porte ouverte train en circulation avec voyageurs,PN,Pierrefitte,,2015
19883,Réseau,0,RFC,2015-07-23,[r] RFPN / Raté de fermeture du PN 51,NOR,Rouen Martainville,,2015
19870,Réseau,0,Défaillance voie,2015-08-03,"[r] DEFOA / Découverte, suite à tournée Mauzin, défaut de géométrie de voie, sur voie unique,
avec interdiction de circulation",PDL,entre Thouars & Beuxes,,2015
19907,Mobilités,0,Dépassement de la vitesse limite de plus de 40 km/h,2015-08-05,[m] Dépassement de vitesse supérieur à 40 km /h,MPY,Entre Varilhes et Pamiers (09),,2015
